MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,__target__
1.6875,,4.703225806451613,,395.0,2.5483870967741935,,-122.28,
1.9274,,5.068783068783069,1.1825396825396826,,,37.84,,1.223
1.9615,,,1.090702947845805,1168.0,,37.84,-122.28,1.152
,48.0,5.737313432835821,,1026.0,,37.84,-122.27,1.104
1.375,49.0,,1.1124620060790273,754.0,2.291793313069909,37.83,-122.27,1.049
2.7303,51.0,,1.0708955223880596,1258.0,,,-122.27,
,49.0,4.6022727272727275,1.0681818181818181,570.0,2.159090909090909,37.83,-122.27,
1.0972,,,,987.0,2.6390374331550803,37.83,-122.27,
1.4103,,3.7493796526054592,0.967741935483871,901.0,,,-122.28,1.039
3.48,52.0,,1.0679611650485437,689.0,2.2297734627831716,,,1.914
2.5898,,3.4942528735632186,1.0272988505747127,,1.978448275862069,,-122.26,1.76
2.0978,52.0,4.215189873417722,1.0607594936708862,946.0,2.3949367088607594,37.83,-122.26,
,,,1.248995983935743,517.0,2.076305220883534,37.83,-122.26,1.5
1.025,49.0,3.7724867724867726,,,2.4444444444444446,37.84,-122.26,1.188
3.9643,52.0,4.797979797979798,1.02020202020202,467.0,,37.84,,
3.0125,52.0,4.941780821917808,1.0650684931506849,660.0,2.26027397260274,37.83,-122.26,1.844
2.6768,52.0,,1.0994764397905759,718.0,,,-122.26,1.823
,50.0,3.700657894736842,1.0592105263157894,,2.026315789473684,37.83,,
1.7348,43.0,,1.233201581027668,558.0,2.205533596837945,37.82,-122.27,1.375
,40.0,3.9,1.21875,423.0,2.64375,37.82,-122.26,1.875
1.775,,2.6875,1.0653409090909092,700.0,,37.82,,
0.9218,21.0,,,,1.678082191780822,37.82,-122.27,1.719
,43.0,4.58968058968059,1.1203931203931203,1061.0,2.6068796068796067,37.82,-122.27,0.938
1.1108,41.0,4.473611111111111,1.1847222222222222,1959.0,,37.82,,0.975
,52.0,4.075,1.14,1162.0,,,,1.042
,,5.021459227467811,,701.0,3.0085836909871246,37.82,,0.875
,52.0,,1.1045454545454545,576.0,,37.82,-122.28,0.831
1.5057,,,1.111969111969112,622.0,2.4015444015444016,,-122.28,0.875
0.8172,52.0,6.102459016393443,1.3729508196721312,,,37.82,,0.853
,,4.5625,1.1217105263157894,1074.0,3.5328947368421053,37.82,-122.28,0.803
,,2.7719298245614037,,,1.6491228070175439,37.82,-122.29,0.6
3.3929,52.0,5.994652406417113,1.1283422459893049,554.0,2.962566844919786,37.83,-122.29,0.757
,,5.869565217391305,1.2608695652173914,86.0,3.739130434782609,37.82,-122.29,0.75
,50.0,6.229508196721311,,377.0,3.0901639344262297,37.81,-122.29,
1.191,52.0,7.69811320754717,,,,37.81,-122.3,0.761
2.5938,48.0,6.225563909774436,,,2.9473684210526314,37.81,-122.3,0.735
1.1667,52.0,5.401069518716578,1.1176470588235294,604.0,3.229946524064171,,,
,,4.382530120481928,1.0662650602409638,788.0,2.3734939759036147,37.81,-122.3,0.844
2.6094,52.0,6.98639455782313,,492.0,3.3469387755102042,,,0.813
1.8516,52.0,6.975609756097561,1.329268292682927,,3.341463414634146,,,
,,4.584288052373159,,1823.0,2.983633387888707,37.81,-122.29,1.292
1.7719,,6.047244094488189,,392.0,3.0866141732283463,,,0.825
0.7286,46.0,3.375451263537906,,582.0,2.101083032490975,,,0.952
1.75,49.0,5.552631578947368,1.3421052631578947,560.0,3.6842105263157894,37.81,-122.29,
0.4999,46.0,1.7142857142857142,,,2.5714285714285716,37.81,,0.675
2.483,20.0,6.2781954887218046,1.2105263157894737,290.0,2.180451127819549,37.81,-122.29,1.375
,,,,762.0,1.7357630979498861,37.81,-122.28,1.775
2.4464,,5.724950884086444,1.1041257367387034,1236.0,2.4282907662082516,,,1.021
1.1111,,,1.173913043478261,721.0,3.4830917874396135,,-122.28,1.083
0.8026,23.0,5.369230769230769,1.1507692307692308,1054.0,,,-122.29,1.125
2.0114,38.0,4.412903225806452,1.135483870967742,344.0,2.2193548387096773,37.8,-122.28,1.313
1.5,17.0,,1.0,609.0,2.1072664359861593,37.81,,1.625
1.1667,52.0,3.75,,,3.267857142857143,,-122.27,1.125
1.5208,52.0,,1.1149425287356323,,2.2988505747126435,37.81,-122.28,1.125
0.8075,,,1.0580645161290323,346.0,,,-122.28,
1.8088,,,,,2.7633136094674557,37.81,-122.28,1.188
2.4083,52.0,6.721739130434782,,377.0,3.2782608695652176,37.81,,
0.977,,2.3157894736842106,1.186842105263158,,1.5315789473684212,,-122.27,1.188
0.76,,,1.0545454545454545,546.0,,37.81,-122.27,1.625
,10.0,2.6923076923076925,,125.0,,37.8,-122.27,
1.2434,52.0,,,,,37.8,,5.00001
2.0938,16.0,2.74585635359116,1.0828729281767955,800.0,,37.8,-122.27,1.625
0.8668,52.0,,,904.0,10.272727272727273,37.8,-122.28,
,52.0,2.823529411764706,0.9117647058823529,,5.617647058823529,37.8,-122.28,1.625
2.6354,27.0,,1.1490066225165563,718.0,2.377483443708609,37.79,-122.27,1.875
1.8477,39.0,3.6723768736616704,1.3340471092077089,1327.0,2.841541755888651,,,1.792
2.0096,36.0,2.294016358157555,1.066293585880327,,1.493327593628928,,-122.26,
,,3.8949152542372882,,2048.0,1.735593220338983,37.82,,1.838
2.0062,29.0,3.681318681318681,1.1758241758241759,202.0,2.21978021978022,37.81,,1.25
1.2185,,2.9456,1.016,2024.0,,37.82,-122.26,
2.6104,,3.7071428571428573,1.1071428571428572,1838.0,,37.82,-122.26,1.931
2.4912,29.0,,,2304.0,1.8432,,-122.25,2.578
,28.0,3.8784235136940546,,2563.0,1.7120908483633934,,-122.25,2.734
3.125,39.0,3.745614035087719,1.0614035087719298,389.0,,,-122.25,
2.5795,52.0,3.5154975530179446,1.1435562805872757,895.0,,37.81,,3.5
,34.0,3.281721632196758,1.0698714365567357,2689.0,1.5030743432084963,37.81,-122.26,3.357
4.9306,52.0,6.184426229508197,0.9221311475409836,,2.762295081967213,,,3.134
3.2727,,4.442982456140351,1.0570175438596492,,1.5548245614035088,37.81,,2.685
3.1691,,,1.0900473933649288,686.0,1.6255924170616114,,-122.25,2.594
,,4.848189415041783,1.0459610027855153,1444.0,2.011142061281337,37.82,,2.757
3.9063,28.0,4.160847880299252,1.0660847880299251,1520.0,1.8952618453865338,37.82,,2.25
5.0917,,5.628458498023716,1.1422924901185771,,,37.82,,2.625
,32.0,3.7270058708414875,1.0743639921722115,1806.0,1.7671232876712328,37.82,-122.25,2.185
3.0233,26.0,3.2530813475760065,,1749.0,1.4371405094494658,37.82,-122.25,2.55
,,4.578034682080925,1.0770712909441233,939.0,1.8092485549132948,37.83,,2.241
3.4722,35.0,,1.014218009478673,675.0,,,-122.25,2.431
3.1429,,4.3951890034364265,,534.0,,37.83,,2.316
2.4234,28.0,3.0234798314268514,1.053582179409994,,1.5400361228175798,37.83,,
,52.0,4.040501446480231,1.0655737704918034,1786.0,,37.83,-122.25,2.341
5.8596,,6.742627345844504,1.0697050938337802,,2.6005361930294906,37.84,-122.23,3.276
,,,,1098.0,2.263917525773196,37.84,-122.23,
,41.0,,1.0797872340425532,,2.1117021276595747,,-122.24,3.661
4.9643,37.0,7.1063829787234045,1.148936170212766,,2.0851063829787235,37.85,-122.24,
6.3434,,,1.0198511166253101,1061.0,2.632754342431762,,-122.23,3.736
5.1773,52.0,,1.0342342342342343,,,37.84,-122.24,
,,7.11716621253406,0.9945504087193461,901.0,2.455040871934605,37.85,-122.24,3.911
,28.0,5.5303347280334725,,2031.0,2.1244769874476988,37.85,-122.22,3.373
7.5,,,0.9874739039665971,1031.0,2.152400835073069,37.84,-122.22,2.952
,44.0,,1.0,1358.0,2.274706867671692,37.84,-122.21,2.923
,40.0,7.631498470948012,,1616.0,,,,
,30.0,6.446064139941691,,844.0,2.4606413994169096,37.84,,3.115
7.0548,34.0,6.125,0.9879032258064516,1140.0,,37.84,-122.21,3.259
,,8.335051546391753,1.0824742268041236,,2.747422680412371,37.84,-122.19,3.926
7.4882,35.0,,,,2.419864559819413,,,3.193
6.8976,34.0,6.6122715404699735,,1627.0,2.1240208877284594,37.83,-122.21,3.333
,28.0,,0.968421052631579,463.0,2.4368421052631577,37.83,,
,26.0,7.530805687203792,,542.0,2.5687203791469195,37.83,,3.512
6.8538,29.0,,1.0074349442379182,661.0,2.45724907063197,37.83,-122.19,
8.317,32.0,6.977186311787072,,635.0,2.414448669201521,37.82,-122.19,3.659
7.0175,37.0,6.982954545454546,1.0284090909090908,,,,-122.2,3.667
,,7.54,1.068,1265.0,,37.82,,3.628
6.3624,30.0,5.615384615384615,0.7307692307692307,126.0,2.423076923076923,37.81,-122.18,
7.0549,52.0,6.785714285714286,0.9514285714285714,,2.322857142857143,,-122.21,
6.7851,45.0,6.957746478873239,1.0234741784037558,1067.0,2.504694835680751,37.81,-122.2,
,,5.132246376811594,1.0960144927536233,,2.282608695652174,,-122.21,2.167
3.0812,38.0,,1.0985626283367556,951.0,1.9527720739219712,37.8,,2.331
5.2402,52.0,6.200892857142857,0.9464285714285714,,2.2767857142857144,37.81,,2.964
,52.0,6.39935064935065,1.0876623376623376,765.0,,37.81,-122.22,2.737
3.2632,,4.745652173913044,1.0108695652173914,,2.4543478260869565,,-122.22,2.277
3.0298,,5.183673469387755,1.0521541950113378,1073.0,,37.8,,1.996
4.5428,,5.283495145631068,1.050485436893204,,2.3009708737864076,,-122.22,2.398
,52.0,5.952941176470588,0.9970588235294118,756.0,2.223529411764706,37.81,-122.22,2.701
5.3509,52.0,5.65067178502879,,1034.0,1.9846449136276392,37.81,,
,,4.429193899782135,1.0588235294117647,,,37.8,,2.695
4.7708,,,1.0751173708920188,,2.8732394366197185,,,
,52.0,,,1021.0,,,-122.22,
8.8793,,,1.1317829457364341,861.0,3.3372093023255816,37.81,,
6.8591,52.0,7.599388379204893,0.9571865443425076,953.0,2.914373088685015,,-122.24,
,52.0,5.8203125,0.9296875,634.0,2.4765625,37.81,,2.873
7.508,,7.994318181818182,1.0369318181818181,878.0,2.4943181818181817,,-122.23,
,52.0,4.333333333333333,1.1387163561076605,918.0,1.9006211180124224,37.81,-122.24,2.438
2.1944,,,,360.0,2.057142857142857,37.8,-122.24,2.115
3.0149,52.0,,1.0450819672131149,,2.4528688524590163,,-122.25,2.184
3.675,52.0,,,1048.0,2.023166023166023,37.81,-122.24,2.699
3.225,,4.326639892904953,1.1178045515394912,1373.0,,,-122.25,2.188
2.9345,42.0,4.059113300492611,1.0492610837438423,1715.0,1.6896551724137931,37.8,-122.25,2.25
,43.0,,1.0969529085872576,1359.0,1.8822714681440442,,-122.25,2.5
,,,1.1355932203389831,1062.0,2.5714285714285716,37.8,,1.714
1.3929,29.0,3.1927554980595083,1.1177231565329884,,1.7270375161707632,37.8,-122.25,
2.3173,,,,,,37.79,-122.24,1.25
1.7772,45.0,3.882608695652174,1.1434782608695653,1475.0,3.2065217391304346,,-122.25,0.975
2.6458,50.0,,0.9591836734693877,742.0,3.7857142857142856,37.79,-122.25,1.25
2.181,,,,1086.0,2.9917355371900825,37.79,-122.25,
,36.0,,,,3.029465930018416,,-122.25,1.167
,43.0,3.639751552795031,1.0046583850931676,,2.6552795031055902,37.8,-122.25,
2.2697,52.0,4.368421052631579,1.0,731.0,,37.8,-122.24,
2.1563,52.0,4.585014409221902,1.07492795389049,1118.0,3.2219020172910664,,,
2.1348,,,1.1880597014925374,1006.0,3.002985074626866,37.8,-122.24,
2.6292,47.0,3.693140794223827,1.0613718411552346,,,37.8,-122.24,1.827
2.3833,,,1.1245136186770428,,,37.8,-122.23,1.469
2.957,52.0,4.496259351620948,,1321.0,3.29426433915212,37.8,-122.24,1.228
2.5238,,4.192023633677991,1.106351550960118,1487.0,2.1964549483013296,37.8,-122.24,1.693
,,,0.989247311827957,,,37.8,-122.23,1.266
,51.0,4.0561224489795915,1.0561224489795917,949.0,,37.8,-122.23,1.279
2.25,50.0,4.20722891566265,,1149.0,,,,
2.3929,52.0,,1.0678571428571428,844.0,3.0142857142857142,37.8,,1.119
,43.0,,1.091795288383428,4367.0,3.5475223395613322,,-122.23,1.128
2.9357,,4.327669902912621,0.9587378640776699,1659.0,,37.79,-122.23,1.079
1.8854,30.0,3.7984790874524714,,,3.844106463878327,37.79,-122.23,1.375
2.1638,39.0,,1.1079691516709511,1464.0,3.763496143958869,,-122.24,1.055
2.125,47.0,4.528052805280528,,1237.0,,37.79,-122.24,
,52.0,4.011904761904762,1.0714285714285714,647.0,3.8511904761904763,37.79,-122.24,1.161
2.2542,43.0,4.554621848739496,,1284.0,3.596638655462185,37.79,-122.24,1.122
2.1,51.0,3.1818181818181817,0.7818181818181819,,,37.79,,0.75
,,3.747967479674797,1.048780487804878,381.0,3.097560975609756,37.79,-122.25,1.125
3.625,52.0,3.973568281938326,1.0440528634361232,846.0,3.7268722466960353,37.79,,
1.6929,,3.510355029585799,1.1523668639053255,,,,-122.26,1.15
,,,0.927536231884058,,3.7681159420289854,37.77,-122.22,0.95
2.59,52.0,,1.162162162162162,866.0,3.3436293436293436,37.77,-122.22,
2.57,,,1.1256830601092895,612.0,3.3442622950819674,37.77,-122.23,0.72
2.6429,,3.746031746031746,1.1587301587301588,415.0,3.2936507936507935,37.78,,0.713
3.0257,,,1.0093896713615023,994.0,4.666666666666667,37.78,-122.23,
,50.0,4.0251572327044025,,1525.0,3.19706498951782,,-122.22,1.288
1.9338,43.0,3.2420091324200913,1.0776255707762556,1506.0,,37.78,-122.23,
,,3.8666666666666667,1.011764705882353,,3.9529411764705884,37.78,,
1.6009,44.0,,1.0985352862849533,2813.0,3.745672436750999,37.78,-122.23,1.181
2.0375,48.0,4.944606413994169,1.154518950437318,1481.0,4.317784256559767,37.79,-122.23,
2.293,,5.365296803652968,,859.0,,,,1.063
,37.0,4.479923518164436,1.0975143403441683,,3.074569789674952,,-122.22,1.325
1.6198,30.0,4.357142857142857,,425.0,3.0357142857142856,37.79,-122.23,
1.3281,,5.054347826086956,,,,37.79,-122.23,1.133
,,5.466911764705882,1.1544117647058822,961.0,3.5330882352941178,37.79,,1.095
3.9048,,,1.0072992700729928,,3.318248175182482,,-122.22,1.647
,52.0,3.9076923076923076,0.9743589743589743,600.0,3.076923076923077,37.79,,
2.6042,46.0,4.489563567362429,1.0910815939278937,1647.0,3.1252371916508537,37.79,,
,49.0,4.306603773584905,1.0613207547169812,,,37.79,-122.22,
2.7969,38.0,4.626707132018209,1.078907435508346,2167.0,3.2883156297420335,37.79,-122.22,1.417
2.8321,29.0,4.823529411764706,1.1058823529411765,,2.761764705882353,,-122.2,
2.9583,47.0,5.284246575342466,1.0513698630136987,,2.941780821917808,37.79,-122.21,
2.8365,34.0,4.5813953488372094,1.0794573643410852,1517.0,2.939922480620155,,,
2.875,,4.520725388601036,1.0595854922279793,1143.0,2.961139896373057,37.79,,1.438
3.0682,39.0,4.316810344827586,1.0775862068965518,1109.0,,37.8,,1.565
,39.0,4.524663677130045,,,2.7376681614349776,37.8,-122.21,1.51
,43.0,,1.0967032967032968,,2.4505494505494507,37.8,-122.2,2.73
,52.0,5.772388059701493,1.0932835820895523,706.0,2.6343283582089554,37.8,-122.2,2.171
3.4861,,4.984419263456091,,1883.0,2.6671388101983005,,-122.21,1.871
5.1184,41.0,,,804.0,,,-122.2,2.396
4.0977,,5.242063492063492,,506.0,,37.8,-122.21,2.297
,48.0,7.117647058823529,1.088235294117647,610.0,2.563025210084034,,-122.19,2.573
4.2727,46.0,5.837349397590361,1.0271084337349397,768.0,2.3132530120481927,,,2.469
2.9844,,5.260869565217392,1.059782608695652,,,37.79,,1.799
4.1739,40.0,4.51063829787234,,667.0,2.8382978723404255,37.79,-122.2,
3.8487,,,1.0150375939849625,1059.0,2.654135338345865,37.8,,2.033
4.0114,,6.5451263537906135,0.9783393501805054,637.0,,37.8,-122.19,
4.6563,,5.986784140969163,0.9933920704845814,1106.0,,37.79,,2.318
,28.0,4.699551569506727,1.1375186846038865,1737.0,,37.79,-122.19,
2.3036,35.0,4.62051282051282,,1009.0,,,-122.2,
,,,0.9285714285714286,,,37.79,,
2.619,44.0,3.30142566191446,0.9205702647657841,1354.0,2.7576374745417516,,-122.2,1.347
2.4167,45.0,4.462025316455696,1.1244725738396624,1530.0,3.2278481012658227,37.79,,1.394
2.7788,,,1.1,,,37.79,,
,46.0,3.9349736379613356,0.8927943760984183,,,37.78,-122.21,
1.8472,52.0,5.4907063197026025,1.1152416356877324,,,37.78,,1.37
2.6583,,,,,3.23265306122449,37.78,-122.21,1.426
3.0536,,,0.9959183673469387,779.0,,,-122.21,1.375
2.3906,,4.865573770491803,1.1639344262295082,2269.0,3.719672131147541,37.78,,1.117
1.7188,43.0,,,1227.0,3.0147420147420148,37.78,-122.21,1.268
2.625,47.0,3.6556016597510372,1.0290456431535269,,3.12448132780083,,-122.21,
2.8015,40.0,3.6592592592592594,0.8444444444444444,547.0,,,-122.22,1.148
,50.0,4.036363636363636,,,4.1068181818181815,,,1.023
2.0801,,3.38989898989899,1.0383838383838384,,3.4343434343434343,37.78,,1.319
2.489,,4.1653944020356235,1.178117048346056,1543.0,3.926208651399491,37.78,-122.22,1.191
,,4.733333333333333,,1085.0,,37.76,-122.21,0.806
4.0904,,,1.2627737226277371,,2.576642335766423,,,
2.6765,52.0,,1.0268456375838926,473.0,3.174496644295302,,-122.21,0.888
2.4338,,4.703933747412008,1.031055900621118,1621.0,3.3561076604554865,37.77,,1.024
2.3309,46.0,3.4858757062146895,1.0593220338983051,1183.0,3.34180790960452,,-122.21,0.987
2.2604,43.0,3.6714801444043323,1.184115523465704,836.0,3.0180505415162453,37.77,-122.21,
,42.0,3.543726235741445,0.9657794676806084,900.0,3.4220532319391634,37.77,,0.923
2.2562,,5.007448789571694,1.111731843575419,,3.515828677839851,37.77,-122.2,
2.0562,41.0,4.536656891495602,1.217008797653959,1024.0,,37.77,,1.02
3.5398,52.0,,,1225.0,,37.78,-122.2,1.584
3.1167,,,1.0611702127659575,1071.0,2.848404255319149,37.78,,1.216
2.5401,50.0,4.939153439153439,1.066137566137566,1128.0,2.984126984126984,37.78,-122.2,1.291
,43.0,,,1537.0,,37.77,-122.2,1.214
2.3125,44.0,,1.0534351145038168,,,37.78,,
2.875,52.0,6.107142857142857,1.0714285714285714,469.0,2.7916666666666665,37.78,-122.19,
3.3715,52.0,5.105882352941176,,1086.0,2.5552941176470587,37.77,,1.439
,,5.585131894484412,1.0671462829736211,1144.0,2.7434052757793763,37.77,-122.19,1.512
4.3125,,,1.1066666666666667,1109.0,2.957333333333333,37.78,-122.19,1.644
,52.0,5.956639566395664,1.075880758807588,984.0,,37.78,-122.19,1.565
3.875,33.0,3.021276595744681,,575.0,,37.78,-122.18,2.25
5.2328,49.0,5.660287081339713,0.9808612440191388,496.0,,37.78,-122.19,
,52.0,5.631578947368421,,,,37.78,-122.19,1.669
4.5893,45.0,5.400611620795107,1.0152905198776758,869.0,2.6574923547400613,37.78,-122.2,1.635
5.2578,39.0,,0.8962264150943396,236.0,2.2264150943396226,37.79,-122.18,2.53
7.0875,41.0,6.593457943925234,1.088785046728972,,2.925233644859813,37.79,-122.18,2.407
3.9712,46.0,,,922.0,2.802431610942249,37.79,,2.081
2.9514,47.0,4.80078125,0.94921875,582.0,2.2734375,37.79,,1.981
2.6667,50.0,4.746268656716418,,546.0,2.716417910447761,37.79,-122.19,
5.4446,37.0,,0.9849624060150376,620.0,2.330827067669173,,-122.18,
6.2838,34.0,,1.0,,2.2666666666666666,37.8,-122.18,3.182
6.7527,23.0,7.064024390243903,,,2.9115853658536586,37.8,-122.18,2.858
7.0712,24.0,7.589506172839506,0.9783950617283951,916.0,,37.77,-122.13,2.93
5.9849,22.0,6.528723945094052,1.0411794611082867,4985.0,2.5343162175902387,37.79,-122.16,3.71
3.6875,42.0,5.707865168539326,0.9737827715355806,651.0,2.438202247191011,,-122.17,1.573
2.875,30.0,4.731152204836415,,,,37.77,,1.353
3.4205,43.0,,1.0810810810810811,,2.6658476658476657,37.78,-122.18,
3.2984,,,,,2.51056338028169,37.78,-122.18,1.607
3.875,49.0,4.933701657458563,,468.0,2.585635359116022,,,1.406
,52.0,5.396694214876033,1.0578512396694215,296.0,2.446280991735537,37.78,,1.44
4.375,47.0,,0.9954128440366973,570.0,2.614678899082569,37.77,-122.16,1.619
,,5.427777777777778,1.0777777777777777,446.0,2.477777777777778,,,1.563
3.5739,,6.052083333333333,,,,37.77,-122.16,1.76
3.0958,39.0,5.0094936708860756,1.1044303797468353,,2.712025316455696,37.77,-122.16,1.458
3.3958,39.0,5.0062111801242235,1.062111801242236,912.0,2.8322981366459627,37.77,-122.17,1.419
1.871,,,1.1792035398230087,1360.0,3.0088495575221237,,,0.907
,,,,1074.0,,37.76,,0.906
2.1842,47.0,5.544502617801047,1.081151832460733,965.0,2.526178010471204,37.76,,1.079
2.2917,,4.921875,,933.0,2.915625,37.76,-122.18,
2.4333,38.0,4.983050847457627,1.1214689265536724,987.0,2.788135593220339,37.76,-122.17,0.982
1.9479,,4.82520325203252,1.0609756097560976,907.0,3.686991869918699,37.76,-122.18,0.895
3.9063,52.0,4.569696969696969,1.0606060606060606,447.0,,,-122.18,
,49.0,5.117516629711751,1.0022172949002217,1299.0,2.8802660753880267,,,
2.0786,27.0,5.789808917197452,,,2.522292993630573,37.77,-122.18,0.975
2.8125,42.0,,,877.0,3.2723880597014925,,-122.18,0.973
1.8913,43.0,5.498637602179836,,1111.0,3.02724795640327,,-122.18,
1.7056,49.0,5.08550185873606,,790.0,2.936802973977695,37.76,-122.19,
2.2768,52.0,,0.9873646209386282,1479.0,2.6696750902527078,,,0.962
3.2552,51.0,4.810502283105023,,1173.0,2.6780821917808217,37.77,,
2.0556,,4.775956284153006,0.9890710382513661,1029.0,2.8114754098360657,,-122.18,1.0
,52.0,5.782857142857143,,1030.0,2.942857142857143,37.76,-122.19,0.947
1.75,,4.0,,826.0,2.960573476702509,37.76,,0.857
2.0469,,4.484581497797357,,1412.0,,,-122.19,0.893
2.7159,45.0,5.306590257879656,1.1260744985673352,1132.0,3.2435530085959887,37.77,-122.19,
1.2083,,5.7924528301886795,1.3018867924528301,522.0,3.2830188679245285,37.76,-122.19,
,,4.198312236286919,1.0042194092827004,630.0,2.6582278481012658,37.76,,
1.5809,,,,531.0,,37.75,-122.2,0.7
,37.0,4.017991004497751,1.103448275862069,,,,,0.846
,,4.253561253561253,1.0541310541310542,1144.0,3.259259259259259,,-122.19,
1.3194,19.0,,1.0865384615384615,1481.0,2.848076923076923,,,
0.8012,28.0,5.283950617283951,,435.0,,37.75,,
1.9479,26.0,4.267326732673268,0.9801980198019802,984.0,,37.76,-122.19,0.858
1.1765,36.0,5.327044025157233,,567.0,3.5660377358490565,37.74,-122.19,
,42.0,4.3983739837398375,1.2520325203252032,380.0,3.089430894308943,,-122.18,0.835
2.1538,44.0,4.368852459016393,,825.0,3.3811475409836067,37.73,,
2.5139,43.0,4.561290322580645,0.9483870967741935,417.0,2.6903225806451614,,-122.19,0.834
,45.0,,1.0139372822299653,801.0,2.7909407665505226,37.73,-122.19,0.847
2.9063,42.0,4.590909090909091,,646.0,3.2626262626262625,37.73,-122.18,
2.5192,43.0,,1.0280701754385966,,3.0,37.73,-122.18,0.764
,44.0,,,435.0,3.198529411764706,,,0.797
2.455,,5.223076923076923,,2736.0,3.5076923076923077,37.73,,0.824
,,3.896135265700483,1.0748792270531402,1481.0,3.577294685990338,,-122.17,0.977
2.15,,3.3795620437956204,0.9781021897810219,327.0,2.386861313868613,37.74,-122.17,0.972
,,,1.0782122905027933,,2.7597765363128492,37.74,,1.016
,43.0,,1.0879765395894427,1231.0,3.6099706744868034,37.73,-122.17,0.865
1.8438,35.0,,1.1559633027522935,323.0,2.963302752293578,37.74,,0.905
3.0298,46.0,,1.0044444444444445,,3.328888888888889,37.74,,1.076
2.25,46.0,4.320224719101123,1.0280898876404494,693.0,3.893258426966292,,-122.17,0.842
,46.0,5.940677966101695,1.1045197740112995,1339.0,3.7824858757062145,37.74,-122.18,0.889
4.0469,45.0,4.125,,282.0,3.525,,,
,46.0,4.825641025641025,1.117948717948718,621.0,,37.75,,
1.6196,,3.83011583011583,1.0772200772200773,732.0,2.8262548262548264,,-122.17,
2.1731,,3.8076923076923075,,901.0,,,-122.18,
1.9167,36.0,7.506666666666667,,,,37.75,-122.19,
2.069,43.0,,1.0938967136150235,652.0,3.0610328638497655,,-122.18,0.846
,36.0,6.307228915662651,1.2891566265060241,,3.9216867469879517,37.75,-122.18,
,33.0,,1.0734265734265733,999.0,3.493006993006993,37.76,-122.17,
1.9821,43.0,5.186274509803922,,907.0,2.9640522875816995,37.75,-122.17,0.983
2.5043,41.0,,,828.0,3.6,,-122.17,0.923
2.3281,,4.7952755905511815,0.9763779527559056,763.0,,37.75,,0.888
1.4375,48.0,,1.1174785100286533,935.0,2.679083094555874,37.75,-122.17,
,45.0,4.75,,1437.0,,37.76,-122.16,0.955
1.5625,38.0,5.097510373443983,1.2946058091286308,1516.0,3.145228215767635,37.75,,
3.1587,47.0,5.394594594594595,1.1405405405405404,597.0,,37.75,-122.17,1.004
,40.0,4.926900584795321,1.0029239766081872,,2.7748538011695905,,-122.17,0.948
4.6696,46.0,,,881.0,,37.76,-122.16,1.643
2.4598,36.0,,,1438.0,,,,1.555
6.0749,,,,,2.825925925925926,,-122.15,1.969
4.8304,,6.27887323943662,,1297.0,3.6535211267605634,37.77,,2.791
