MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,__target__
6.3624,,5.615384615384615,0.7307692307692307,126.0,2.423076923076923,37.81,-122.18,4.833
,52.0,,0.9514285714285714,,2.322857142857143,37.82,,3.314
6.7851,45.0,6.957746478873239,1.0234741784037558,,2.504694835680751,37.81,-122.2,
2.8929,50.0,5.132246376811594,1.0960144927536233,,,37.8,,
3.0812,38.0,4.628336755646817,1.0985626283367556,951.0,1.9527720739219712,37.8,-122.21,
,52.0,6.200892857142857,,510.0,2.2767857142857144,37.81,-122.21,2.964
6.5217,,6.39935064935065,1.0876623376623376,,,,,
,,4.745652173913044,,,,37.8,,
3.0298,52.0,5.183673469387755,1.0521541950113378,1073.0,2.433106575963719,37.8,-122.22,
,52.0,5.283495145631068,,,2.3009708737864076,37.8,-122.22,
4.072,,,0.9970588235294118,756.0,,37.81,-122.22,2.701
5.3509,52.0,5.65067178502879,,,1.9846449136276392,37.81,-122.22,3.021
,52.0,4.429193899782135,1.0588235294117647,,1.7145969498910676,37.8,-122.23,2.695
,52.0,,,612.0,2.8732394366197185,37.81,-122.23,3.147
8.1564,52.0,7.7026315789473685,1.0578947368421052,1021.0,2.6868421052631577,37.81,-122.22,3.901
8.8793,,8.972868217054264,1.1317829457364341,861.0,3.3372093023255816,,-122.23,4.103
6.8591,,7.599388379204893,0.9571865443425076,,2.914373088685015,37.81,-122.24,3.524
6.0302,,5.8203125,0.9296875,634.0,2.4765625,37.81,-122.24,
7.508,52.0,7.994318181818182,1.0369318181818181,878.0,2.4943181818181817,37.81,-122.23,3.487
,52.0,,,918.0,1.9006211180124224,,-122.24,
2.1944,,,0.96,360.0,,,-122.24,2.115
3.0149,52.0,,1.0450819672131149,,2.4528688524590163,37.8,-122.25,
,,,0.9691119691119691,1048.0,,,-122.24,2.699
3.225,46.0,4.326639892904953,,1373.0,,37.81,-122.25,2.188
2.9345,,4.059113300492611,1.0492610837438423,1715.0,1.6896551724137931,37.8,,2.25
2.1429,43.0,,1.0969529085872576,1359.0,1.8822714681440442,37.8,,2.5
,41.0,3.5617433414043584,1.1355932203389831,1062.0,2.5714285714285716,,-122.25,
,,3.1927554980595083,1.1177231565329884,,1.7270375161707632,37.8,-122.25,1.938
2.3173,27.0,3.804195804195804,1.1468531468531469,1171.0,2.7296037296037294,37.79,-122.24,1.25
1.7772,,,1.1434782608695653,1475.0,,,-122.25,
2.6458,,3.2091836734693877,0.9591836734693877,,3.7857142857142856,37.79,-122.25,
2.181,,,1.0771349862258952,,2.9917355371900825,,-122.25,1.388
,36.0,3.0902394106813995,1.1160220994475138,1645.0,,37.8,,1.167
,,3.639751552795031,1.0046583850931676,1710.0,,,,1.518
2.2697,52.0,4.368421052631579,1.0,731.0,3.206140350877193,37.8,-122.24,1.27
2.1563,,4.585014409221902,1.07492795389049,,,37.8,-122.24,1.286
2.1348,52.0,4.7343283582089555,,,,37.8,-122.24,1.406
2.6292,47.0,3.693140794223827,1.0613718411552346,1213.0,2.1895306859205776,,-122.24,1.827
2.3833,52.0,4.638132295719845,1.1245136186770428,772.0,,37.8,-122.23,1.469
2.957,52.0,4.496259351620948,1.0473815461346634,,,37.8,-122.24,1.228
,,4.192023633677991,,1487.0,,37.8,,1.693
1.9375,52.0,,0.989247311827957,488.0,,,,1.266
,,4.0561224489795915,,,2.420918367346939,,,1.279
2.25,50.0,4.20722891566265,1.1566265060240963,1149.0,,37.8,,1.235
,52.0,4.4714285714285715,1.0678571428571428,844.0,3.0142857142857142,,-122.23,1.119
,43.0,4.844029244516653,1.091795288383428,4367.0,3.5475223395613322,37.79,-122.23,
2.9357,52.0,,0.9587378640776699,,4.026699029126213,37.79,-122.23,1.079
,30.0,,,1011.0,3.844106463878327,37.79,-122.23,
,39.0,3.776349614395887,1.1079691516709511,1464.0,3.763496143958869,37.79,,1.055
,,4.528052805280528,1.3036303630363035,1237.0,,37.79,,0.955
3.375,52.0,4.011904761904762,,647.0,3.8511904761904763,37.79,,1.161
2.2542,43.0,4.554621848739496,1.0532212885154062,1284.0,3.596638655462185,37.79,,1.122
,51.0,3.1818181818181817,,228.0,4.1454545454545455,37.79,-122.25,
1.6,39.0,,,381.0,3.097560975609756,37.79,-122.25,1.125
3.625,,,1.0440528634361232,846.0,3.7268722466960353,37.79,-122.25,1.25
,20.0,3.510355029585799,,,2.4541420118343193,37.8,-122.26,1.15
1.6471,52.0,2.8333333333333335,0.927536231884058,,3.7681159420289854,37.77,-122.22,
,52.0,4.38996138996139,,866.0,3.3436293436293436,37.77,-122.22,0.964
,52.0,4.202185792349726,1.1256830601092895,,3.3442622950819674,,-122.23,
2.6429,,3.746031746031746,,,3.2936507936507935,,,0.713
,52.0,,1.0093896713615023,994.0,,,-122.23,
1.4886,50.0,,1.1111111111111112,,3.19706498951782,,-122.22,1.288
,43.0,3.2420091324200913,,1506.0,,37.78,,1.125
1.4844,52.0,3.8666666666666667,1.011764705882353,,,37.78,,
1.6009,,3.1158455392809588,,2813.0,3.745672436750999,,-122.23,1.181
2.0375,,,1.154518950437318,,4.317784256559767,,-122.23,1.225
2.293,49.0,5.365296803652968,0.9908675799086758,859.0,,37.79,-122.23,
,,4.479923518164436,1.0975143403441683,1608.0,3.074569789674952,37.79,,
1.6198,30.0,4.357142857142857,,425.0,,37.79,-122.23,
1.3281,40.0,5.054347826086956,,564.0,3.0652173913043477,37.79,-122.23,1.133
3.5156,,5.466911764705882,1.1544117647058822,,,,-122.22,
3.9048,,,,,3.318248175182482,,-122.22,1.647
3.0893,52.0,,0.9743589743589743,600.0,3.076923076923077,37.79,,
2.6042,,4.489563567362429,,1647.0,,37.79,-122.22,
,,4.306603773584905,1.0613207547169812,,2.832547169811321,37.79,-122.22,1.367
,38.0,4.626707132018209,1.078907435508346,,3.2883156297420335,,-122.22,1.417
2.8321,,,1.1058823529411765,939.0,2.761764705882353,,-122.2,
2.9583,47.0,5.284246575342466,,859.0,,,-122.21,1.388
,,,1.0794573643410852,,2.939922480620155,,-122.21,1.392
2.875,35.0,,1.0595854922279793,1143.0,2.961139896373057,,,1.438
3.0682,39.0,4.316810344827586,1.0775862068965518,1109.0,2.3900862068965516,,-122.21,
3.0757,39.0,,1.0022421524663676,,2.7376681614349776,,-122.21,1.51
,43.0,6.6923076923076925,,1115.0,,,-122.2,2.73
4.7721,52.0,,1.0932835820895523,,2.6343283582089554,37.8,,2.171
3.4861,52.0,,1.0070821529745042,1883.0,2.6671388101983005,,-122.21,
5.1184,41.0,6.088235294117647,,804.0,2.364705882352941,,,
4.0977,48.0,,1.0436507936507937,506.0,2.007936507936508,,-122.21,
4.744,48.0,,,610.0,,37.8,,2.573
4.2727,46.0,5.837349397590361,1.0271084337349397,,2.3132530120481927,37.8,-122.19,
2.9844,,5.260869565217392,1.059782608695652,462.0,,37.79,,1.799
4.1739,40.0,4.51063829787234,1.0893617021276596,667.0,2.8382978723404255,,-122.2,
3.8487,46.0,5.1152882205513786,,1059.0,,37.8,-122.2,
4.0114,52.0,6.5451263537906135,,,2.299638989169675,,,2.634
,45.0,,,1106.0,2.436123348017621,,,2.318
2.9297,28.0,,1.1375186846038865,1737.0,2.596412556053812,37.79,-122.19,
2.3036,35.0,4.62051282051282,,1009.0,,37.79,-122.2,1.26
,49.0,,,737.0,3.5095238095238095,,-122.2,1.22
,44.0,3.30142566191446,0.9205702647657841,1354.0,2.7576374745417516,37.79,-122.2,1.347
2.4167,45.0,4.462025316455696,,,3.2278481012658227,37.79,,1.394
,,4.210416666666666,1.1,1410.0,2.9375,37.79,-122.2,
2.7352,,3.9349736379613356,0.8927943760984183,,,,,1.373
1.8472,52.0,5.4907063197026025,,1065.0,3.95910780669145,37.78,-122.21,1.37
2.6583,52.0,,0.9142857142857143,792.0,3.23265306122449,,-122.21,1.426
3.0536,,3.6653061224489796,0.9959183673469387,779.0,3.179591836734694,37.78,,1.375
2.3906,,4.865573770491803,1.1639344262295082,,3.719672131147541,37.78,-122.22,1.117
1.7188,43.0,4.181818181818182,,1227.0,3.0147420147420148,37.78,-122.21,
2.625,47.0,3.6556016597510372,,,,37.78,,1.113
2.8015,40.0,3.6592592592592594,,547.0,,37.77,-122.22,1.148
1.7276,50.0,4.036363636363636,1.075,1807.0,4.1068181818181815,,-122.22,
2.0801,44.0,3.38989898989899,,1700.0,3.4343434343434343,37.78,-122.22,1.319
,,4.1653944020356235,,1543.0,3.926208651399491,,-122.22,1.191
,52.0,4.733333333333333,,1085.0,3.6166666666666667,37.76,-122.21,
4.0904,52.0,,1.2627737226277371,,2.576642335766423,,-122.21,0.806
,52.0,,1.0268456375838926,473.0,3.174496644295302,37.77,-122.21,0.888
,49.0,4.703933747412008,1.031055900621118,1621.0,3.3561076604554865,37.77,,1.024
,46.0,3.4858757062146895,1.0593220338983051,1183.0,3.34180790960452,37.77,,
2.2604,43.0,3.6714801444043323,1.184115523465704,836.0,3.0180505415162453,,-122.21,1.0
1.8039,42.0,3.543726235741445,0.9657794676806084,900.0,,,-122.19,
,39.0,5.007448789571694,1.111731843575419,,3.515828677839851,37.77,-122.2,
2.0562,,4.536656891495602,,1024.0,3.002932551319648,37.77,,1.02
3.5398,,,1.0472813238770686,,,37.78,-122.2,1.584
3.1167,,4.659574468085107,,1071.0,,37.78,-122.2,1.216
2.5401,50.0,4.939153439153439,1.066137566137566,1128.0,2.984126984126984,,-122.2,1.291
,43.0,5.020661157024794,,1537.0,,37.77,,1.214
2.3125,44.0,4.399491094147582,1.0534351145038168,1240.0,3.1552162849872776,37.78,,1.028
2.875,52.0,6.107142857142857,,,2.7916666666666665,37.78,-122.19,1.6
3.3715,,5.105882352941176,,1086.0,2.5552941176470587,37.77,,1.439
3.5114,,5.585131894484412,1.0671462829736211,1144.0,2.7434052757793763,,,
,52.0,6.645333333333333,1.1066666666666667,1109.0,2.957333333333333,,-122.19,1.644
3.22,52.0,5.956639566395664,,984.0,2.6666666666666665,37.78,-122.19,
3.875,33.0,3.021276595744681,0.6595744680851063,575.0,,37.78,-122.18,
5.2328,,,0.9808612440191388,496.0,2.373205741626794,37.78,,1.742
3.7262,52.0,5.631578947368421,1.0157894736842106,555.0,2.9210526315789473,,-122.19,1.669
4.5893,45.0,5.400611620795107,1.0152905198776758,869.0,2.6574923547400613,37.78,-122.2,
5.2578,39.0,,,236.0,,37.79,-122.18,2.53
7.0875,41.0,6.593457943925234,1.088785046728972,626.0,2.925233644859813,,,
,,6.410334346504559,1.1762917933130699,922.0,2.802431610942249,,,2.081
2.9514,,4.80078125,0.94921875,582.0,2.2734375,,-122.19,
2.6667,50.0,4.746268656716418,,,2.716417910447761,,,
,37.0,6.176691729323308,0.9849624060150376,620.0,,,-122.18,3.367
6.2838,34.0,6.948717948717949,1.0,442.0,2.2666666666666666,,,3.182
,23.0,,1.024390243902439,955.0,,,-122.18,2.858
7.0712,24.0,,0.9783950617283951,,,37.77,,2.93
5.9849,22.0,,1.0411794611082867,,,37.79,-122.16,3.71
,42.0,5.707865168539326,0.9737827715355806,651.0,2.438202247191011,,-122.17,1.573
,30.0,,1.0611664295874823,1704.0,2.4238975817923185,,-122.17,1.353
3.4205,43.0,4.877149877149877,1.0810810810810811,,2.6658476658476657,37.78,,1.367
3.2984,,5.78169014084507,1.1338028169014085,713.0,2.51056338028169,37.78,-122.18,
3.875,,4.933701657458563,0.9779005524861878,,2.585635359116022,37.78,-122.17,1.406
4.175,,5.396694214876033,1.0578512396694215,296.0,2.446280991735537,37.78,-122.17,1.44
4.375,47.0,5.761467889908257,0.9954128440366973,570.0,2.614678899082569,37.77,,1.619
4.7708,,5.427777777777778,1.0777777777777777,446.0,2.477777777777778,37.77,-122.16,
3.5739,,6.052083333333333,1.0338541666666667,,2.5208333333333335,37.77,-122.16,1.76
3.0958,39.0,5.0094936708860756,1.1044303797468353,,2.712025316455696,37.77,,
,39.0,5.0062111801242235,,912.0,,37.77,-122.17,1.419
1.871,31.0,5.3628318584070795,1.1792035398230087,,3.0088495575221237,37.77,,0.907
1.9356,41.0,4.490140845070423,1.0338028169014084,,3.0253521126760563,37.76,,0.906
,47.0,5.544502617801047,1.081151832460733,965.0,2.526178010471204,,-122.17,
2.2917,37.0,,,,,37.76,-122.18,
2.4333,,,1.1214689265536724,,2.788135593220339,,-122.17,0.982
,,,1.0609756097560976,907.0,3.686991869918699,,-122.18,
3.9063,,,1.0606060606060606,,2.709090909090909,37.76,-122.18,0.938
1.8407,49.0,5.117516629711751,1.0022172949002217,1299.0,2.8802660753880267,37.76,-122.18,0.967
,,5.789808917197452,,396.0,2.522292993630573,37.77,,
2.8125,42.0,,0.9589552238805971,877.0,3.2723880597014925,37.77,-122.18,0.973
,,5.498637602179836,1.111716621253406,1111.0,3.02724795640327,,-122.18,0.912
,49.0,5.08550185873606,,790.0,,37.76,,0.914
2.2768,,4.953068592057762,0.9873646209386282,1479.0,,37.77,,0.962
3.2552,51.0,4.810502283105023,1.0753424657534247,1173.0,,,,1.201
,,,0.9890710382513661,1029.0,2.8114754098360657,37.77,-122.18,1.0
2.4659,52.0,,1.1171428571428572,,,37.76,-122.19,0.947
1.75,47.0,,0.9283154121863799,826.0,2.960573476702509,,-122.2,0.857
2.0469,41.0,4.484581497797357,1.1233480176211454,1412.0,3.1101321585903086,37.77,-122.19,
2.7159,,5.306590257879656,1.1260744985673352,1132.0,3.2435530085959887,,-122.19,1.014
1.2083,41.0,5.7924528301886795,,522.0,3.2830188679245285,37.76,,0.725
,45.0,4.198312236286919,1.0042194092827004,630.0,2.6582278481012658,37.76,-122.19,0.741
1.5809,36.0,4.556390977443609,0.9924812030075187,531.0,3.992481203007519,37.75,-122.2,0.7
1.4097,37.0,,1.103448275862069,1925.0,2.886056971514243,,-122.2,0.846
,38.0,4.253561253561253,1.0541310541310542,1144.0,3.259259259259259,37.76,-122.19,0.818
1.3194,19.0,4.244230769230769,1.0865384615384615,,2.848076923076923,,-122.19,0.814
0.8012,,5.283950617283951,1.1666666666666667,435.0,2.685185185185185,37.75,-122.19,0.818
,,4.267326732673268,0.9801980198019802,984.0,3.2475247524752477,37.76,-122.19,
1.1765,36.0,,1.3333333333333333,567.0,3.5660377358490565,37.74,-122.19,0.871
2.3456,42.0,4.3983739837398375,,380.0,3.089430894308943,37.74,-122.18,
,44.0,4.368852459016393,1.0368852459016393,825.0,,37.73,-122.19,0.797
2.5139,43.0,,0.9483870967741935,,2.6903225806451614,37.74,-122.19,0.834
,45.0,5.32404181184669,1.0139372822299653,,2.7909407665505226,,-122.19,0.847
2.9063,42.0,4.590909090909091,1.0858585858585859,,3.2626262626262625,,,0.8
,,4.8807017543859645,1.0280701754385966,,3.0,37.73,-122.18,0.764
2.1111,44.0,,0.875,435.0,,37.73,,0.797
2.455,,5.223076923076923,1.1205128205128205,2736.0,3.5076923076923077,37.73,,0.824
2.4028,,3.896135265700483,1.0748792270531402,,,37.74,,
2.15,47.0,3.3795620437956204,,327.0,2.386861313868613,37.74,,0.972
,,4.569832402234637,,494.0,,37.74,,1.016
2.1587,,,1.0879765395894427,1231.0,3.6099706744868034,37.73,-122.17,0.865
,35.0,4.623853211009174,,323.0,2.963302752293578,37.74,-122.18,0.905
,46.0,,,749.0,3.328888888888889,37.74,,1.076
,,4.320224719101123,1.0280898876404494,693.0,,37.74,,0.842
,46.0,,1.1045197740112995,1339.0,3.7824858757062145,37.74,-122.18,0.889
,45.0,4.125,,282.0,3.525,37.75,-122.18,0.807
1.325,,4.825641025641025,1.117948717948718,621.0,3.1846153846153844,,-122.18,
,38.0,,1.0772200772200773,,2.8262548262548264,37.75,-122.17,0.851
,,3.8076923076923075,1.0038461538461538,901.0,3.4653846153846155,37.75,,0.82
1.9167,,7.506666666666667,1.7533333333333334,,3.2133333333333334,37.75,-122.19,0.828
2.069,43.0,,1.0938967136150235,,,37.75,,
1.712,36.0,6.307228915662651,,651.0,3.9216867469879517,,,
2.5625,33.0,4.475524475524476,1.0734265734265733,999.0,3.493006993006993,37.76,-122.17,
1.9821,43.0,,1.0457516339869282,,,,-122.17,0.983
2.5043,41.0,5.465217391304348,1.1782608695652175,,3.6,37.75,-122.17,
2.3281,,4.7952755905511815,0.9763779527559056,763.0,3.0039370078740157,37.75,,0.888
1.4375,48.0,5.017191977077364,1.1174785100286533,,,,-122.17,
2.5122,45.0,,1.06198347107438,,2.96900826446281,37.76,-122.16,0.955
,38.0,5.097510373443983,1.2946058091286308,,3.145228215767635,,-122.16,
,47.0,5.394594594594595,1.1405405405405404,597.0,3.227027027027027,37.75,-122.17,1.004
,40.0,4.926900584795321,1.0029239766081872,949.0,2.7748538011695905,37.76,,0.948
4.6696,,,1.0165562913907285,881.0,2.9172185430463577,37.76,-122.16,1.643
2.4598,36.0,,1.1059730250481696,1438.0,2.770712909441233,,-122.16,
6.0749,39.0,6.7518518518518515,1.0592592592592593,763.0,,37.76,,1.969
